sku,name,price,brand,category,rating,reviews_count,url,release_date,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_size,screen_panel,screen_res,screen_rate,os,water_resistant,battery,charger,weight,material,connectivity,network,ports,updated_at
339205,Máy tính bảng Xiaomi Redmi Pad 2 WiFi 6GB/128GB,5690000,Xiaomi,Tablet,5.0,332,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-wifi-6gb-128gb,06/2025,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,6 GB,128 GB,8 MP,5 MP,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,,9000 mAh,18 W,519 g,Kim loại nguyên khối,"Wi-Fi 5, Dual-band, v5.3",,3.5 mm,2025-09-04 23:08:33
328522,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 6GB/128GB,4610000,Xiaomi,Tablet,4.9,2329,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-6gb-128gb,08/2024,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm,2025-09-04 23:08:33
335312,Máy tính bảng iPad A16 5G 256GB,15290000,iPad (Apple),Tablet,5.0,138,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-256gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",5G,Type-C,2025-09-04 23:08:33
343061,Máy tính bảng Samsung Galaxy Tab S10 Lite 5G 6GB/128GB,10490000,Samsung,Tablet,5.0,2,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-lite-5g-6gb-128gb,09/2025,Exynos 1380 8 nhân,4 nhân 2.4 GHz & 4 nhân 2 GHz,Mali-G68 MP5,6 GB,128 GB,8 MP,5 MP,"10.9""",TFT LCD,1320 x 2112 Pixels,90 Hz,Android 15,IP42,8000 mAh,25 W,524 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",5G,Type-C,2025-09-04 23:08:33
315607,Máy tính bảng Xiaomi Redmi Pad SE WiFi 4GB/128GB,4210000,Xiaomi,Tablet,4.9,26751,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-4gb,09/2023,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,4 GB,128 GB,8 MP,5 MP,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,,8000 mAh,10 W,478 g,Kim loại nguyên khối,"OTG, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.0",,3.5 mm,2025-09-04 23:08:33
317623,Máy tính bảng Samsung Galaxy Tab A9+ 5G 4GB/64GB,7360000,Samsung,Tablet,4.9,24315,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-5g,10/2023,Snapdragon 695,2.2 GHz,Adreno 619,4 GB,64 GB,8 MP,5 MP,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 13,,7040 mAh,15 W,491 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.1",5G,3.5 mm,2025-09-04 23:08:33
335275,Máy tính bảng iPad Air M3 13 inch WiFi 128GB,20790000,iPad (Apple),Tablet,5.0,343,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-128gb,03/2025,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 18,,36.59 Wh,20 W,616 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
335308,Máy tính bảng iPad A16 WiFi 128GB,8790000,iPad (Apple),Tablet,4.9,12995,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",,Type-C,2025-09-04 23:08:33
334530,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/256GB,11090000,Xiaomi,Tablet,5.0,2103,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7-8gb-256gb,03/2025,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,256 GB,13 MP,8 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6E, Wi-Fi 6, Dual-band, v5.4",,Type-C,2025-09-04 23:08:33
325988,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 6GB/128GB,6960000,Xiaomi,Tablet,4.9,16996,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-6gb-128gb,06/2024,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,6 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm,2025-09-04 23:08:33
335313,Máy tính bảng iPad A16 5G 512GB,20690000,iPad (Apple),Tablet,5.0,18,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-512gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",5G,Type-C,2025-09-04 23:08:33
333917,Máy tính bảng OPPO Pad 3 8GB/256GB,11180000,OPPO,Tablet,4.9,415,https://www.thegioididong.com/may-tinh-bang/oppo-pad-3,01/2025,MediaTek Dimensity 8350 8 nhân,3.35 GHz,Mali-G615 MC6,8 GB,256 GB,8 MP,8 MP,"11.61""",LTPS LCD,2000 x 2800 Pixels,144 Hz,Android 15,IPX2,9520 mAh,67 W,536 g,Kim loại nguyên khối,"Wi-Fi 6, Wi-Fi 5, Dual-band, 6 GHz, v5.4, OTG",,Type-C,2025-09-04 23:08:33
325988,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 6GB/128GB,6960000,Xiaomi,Tablet,4.9,16996,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-6gb-128gb,06/2024,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,6 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm,2025-09-04 23:08:33
325513,Máy tính bảng iPad Pro M4 11 inch WiFi 256GB,25990000,iPad (Apple),Tablet,5.0,5000,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-256gb,05/2024,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,444 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
335310,Máy tính bảng iPad A16 WiFi 512GB,16790000,iPad (Apple),Tablet,5.0,28,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-512gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,"11"" - Tần số quét Hãng không công bố",iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",,Type-C,2025-09-04 23:08:33
336740,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 8GB/128GB,14590000,Samsung,Tablet,5.0,746,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus,04/2025,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"13.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,IP68,10090 mAh,45 W,664 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
335267,Máy tính bảng iPad Air M3 11 inch WiFi 128GB,14690000,iPad (Apple),Tablet,5.0,2834,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb,03/2025,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,"11"" - Tần số quét Hãng không công bố",iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
336740,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 8GB/128GB,14590000,Samsung,Tablet,5.0,746,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus,04/2025,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"13.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,IP68,10090 mAh,45 W,664 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
325510,Máy tính bảng iPad Air 6 M2 13 inch WiFi 512GB,26490000,iPad (Apple),Tablet,5.0,42,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-512gb,05/2024,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,512 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 17,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
325526,Máy tính bảng iPad Air 6 M2 13 inch 5G 256GB,23990000,iPad (Apple),Tablet,5.0,80,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-256gb,05/2024,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 17,,36.59 Wh,20 W,618 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C,2025-09-04 23:08:33
325510,Máy tính bảng iPad Air 6 M2 13 inch WiFi 512GB,26490000,iPad (Apple),Tablet,5.0,42,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-512gb,05/2024,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,512 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 17,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
325514,Máy tính bảng iPad Pro M4 11 inch WiFi 512GB,31590000,iPad (Apple),Tablet,5.0,561,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-512gb,05/2024,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,444 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
335312,Máy tính bảng iPad A16 5G 256GB,15290000,iPad (Apple),Tablet,5.0,138,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-256gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",5G,Type-C,2025-09-04 23:08:33
328523,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,4900000,Xiaomi,Tablet,5.0,2605,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-4gb-128gb,08/2024,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm,2025-09-04 23:08:33
335276,Máy tính bảng iPad Air M3 13 inch WiFi 256GB,23390000,iPad (Apple),Tablet,5.0,204,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-256gb,03/2025,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 18,,36.59 Wh,20 W,616 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
328524,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 6GB/128GB,5400000,Xiaomi,Tablet,5.0,993,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-6gb-128gb,08/2024,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm,2025-09-04 23:08:33
311063,Máy tính bảng Samsung Galaxy Tab S9 5G 12GB/256GB,18490000,Samsung,Tablet,5.0,371,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9-5g-256gb,07/2023,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,256 GB,13 MP,12 MP,"11""",Dynamic AMOLED 2X,1600 x 2560 Pixels,120 Hz,Android 13,IP68,8400 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, MIMO, Dual-band, v5.3",5G,,2025-09-04 23:08:33
331231,Máy tính bảng iPad mini 7 WiFi 512GB,19090000,iPad (Apple),Tablet,5.0,53,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-512gb,10/2024,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,512 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,"8.3"" - Tần số quét Hãng không công bố",iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,,2025-09-04 23:08:33
317623,Máy tính bảng Samsung Galaxy Tab A9+ 5G 4GB/64GB,7360000,Samsung,Tablet,4.9,24315,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-5g,10/2023,Snapdragon 695,2.2 GHz,Adreno 619,4 GB,64 GB,8 MP,5 MP,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 13,,7040 mAh,15 W,491 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.1",5G,3.5 mm,2025-09-04 23:08:33
335311,Máy tính bảng iPad A16 5G 128GB,12890000,iPad (Apple),Tablet,5.0,907,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",5G,Type-C,2025-09-04 23:08:33
325989,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 8GB/128GB,7650000,Xiaomi,Tablet,4.9,2387,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-8gb-128gb,06/2024,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,8 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm,2025-09-04 23:08:33
336738,Máy tính bảng Samsung Galaxy Tab S10 FE 5G 8GB/128GB,13590000,Samsung,Tablet,5.0,770,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-5g,04/2025,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"10.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,IP68,8000 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C,2025-09-04 23:08:33
335276,Máy tính bảng iPad Air M3 13 inch WiFi 256GB,23390000,iPad (Apple),Tablet,5.0,204,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-256gb,03/2025,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 18,,36.59 Wh,20 W,616 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
335310,Máy tính bảng iPad A16 WiFi 512GB,16790000,iPad (Apple),Tablet,5.0,28,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-512gb,03/2025,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,"11"" - Tần số quét Hãng không công bố",iPadOS 18,,28.93 Wh,20 W,477 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6, MIMO, Dual-band",,Type-C,2025-09-04 23:08:33
328523,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,4900000,Xiaomi,Tablet,5.0,2605,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-4gb-128gb,08/2024,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",Hỗ trợ 4G,3.5 mm,2025-09-04 23:08:33
335279,Máy tính bảng iPad Air M3 13 inch 5G 128GB,24790000,iPad (Apple),Tablet,5.0,52,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb,03/2025,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 18,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",5G,Type-C,2025-09-04 23:08:33
336738,Máy tính bảng Samsung Galaxy Tab S10 FE 5G 8GB/128GB,13590000,Samsung,Tablet,5.0,770,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-5g,04/2025,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"10.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,IP68,8000 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C,2025-09-04 23:08:33
320989,Máy tính bảng TCL Tab 10L Gen 2 WiFi 3GB/32GB,2250000,TCL,Tablet,4.9,7092,https://www.thegioididong.com/may-tinh-bang/tcl-tab-10l-gen-2,08/2023,MediaTek MT8766,1.8 GHz,IMG PowerVR GE8300,3 GB,32 GB,2 MP,2 MP,"10.1""",IPS LCD,800 x 1280 Pixels,60 Hz,Android 13,,6000 mAh,10 W,472 g,Khung nhựa & Mặt lưng kim loại,"Wi-Fi 802.11 a/b/g/n/ac, v5.0",,3.5 mm,2025-09-04 23:08:33
328520,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/64GB,3430000,Xiaomi,Tablet,4.9,9749,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-64gb,08/2024,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm,2025-09-04 23:08:33
336737,Máy tính bảng Samsung Galaxy Tab S10 FE WiFi 8GB/128GB,10590000,Samsung,Tablet,5.0,2500,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe,04/2025,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,13 MP,12 MP,"10.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,IP68,8000 mAh,45 W,497 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
325518,Máy tính bảng iPad Pro M4 13 inch WiFi 512GB,39490000,iPad (Apple),Tablet,5.0,213,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-512gb,05/2024,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,12 MP,12 MP,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,,38.99 Wh,20 W,579 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
335279,Máy tính bảng iPad Air M3 13 inch 5G 128GB,24790000,iPad (Apple),Tablet,5.0,52,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb,03/2025,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,"13"" - Tần số quét Hãng không công bố",iPadOS 18,,36.59 Wh,20 W,617 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, Dual-band, v5.3",5G,Type-C,2025-09-04 23:08:33
315390,Máy tính bảng Samsung Galaxy Tab A9 WiFi 4GB/64GB,3620000,Samsung,Tablet,4.9,10642,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9,10/2023,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,8 MP,2 MP,"8.7""",TFT LCD,800 x 1340 Pixels,60 Hz,Android 13,,5100 mAh,15 W,332 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm,2025-09-04 23:08:33
332555,Máy tính bảng OPPO Pad 3 Pro 12GB/256GB,15690000,OPPO,Tablet,5.0,132,https://www.thegioididong.com/may-tinh-bang/oppo-pad-3-pro,12/2024,Snapdragon 8 Gen 3 8 nhân,3.4 GHz,Adreno 750,12 GB,256 GB,13 MP,8 MP,"12.1""",LTPS LCD,2120 x 3000 Pixels,144 Hz,Android 14,IPX2,9510 mAh,67 W,586 g,Kim loại nguyên khối,"OTG, v5.4, Wi-Fi 802.11 a/b/g/n, Wi-Fi 7, Wi-Fi 6, Wi-Fi 5, Dual-band, 6 GHz",,Type-C,2025-09-04 23:08:33
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,5490000,Xiaomi,Tablet,4.9,8715,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,8 MP,5 MP,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,,8000 mAh,10 W,478 g,Kim loại nguyên khối,"OTG, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.0",,3.5 mm,2025-09-04 23:08:33
339382,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 12GB/256GB,16590000,Samsung,Tablet,5.0,57,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus-12gb-256gb,04/2025,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,12 GB,256 GB,13 MP,12 MP,"13.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,IP68,10090 mAh,45 W,664 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6, MIMO, Dual-band, v5.3",,Type-C,2025-09-04 23:08:33
334529,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/128GB,10100000,Xiaomi,Tablet,5.0,288,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7,03/2025,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,128 GB,13 MP,8 MP,"11.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,,8850 mAh,45 W,500 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 6E, Wi-Fi 6, Dual-band, v5.4",,Type-C,2025-09-04 23:08:33
